dft_job_id,candidate_id,arm,formula,n_sites,elements,qe_input_path,qe_output_dir,kpoints_grid,ecutwfc_ry,ecutrho_ry,pseudo_files,pseudo_sha256,pw_x,mpirun,selected_before_DFT_outcome,outcome_available,completed_positive_result,claim_scope
a3v4-phase29b-parc-release-full-0048,mattergen_pilot_5k_3gpu_00594,PARC-release-full,Y4 H1 I5,10,H|I|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0048/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0048,6 3 3,60,480,H.pbe-rrkjus_psl.1.0.0.UPF|I.pbe-n-kjpaw_psl.0.2.UPF|Y_pbe_v1.uspp.F.UPF,27f8a7e87851d59a2698237d6ab4578d62950640f4f175781b015a0ce731f962|24cb9b3d87f9cd94b025b333aef9360b1e1a721e82ca0efacc5cc33f8370ae8f|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0049,mattergen_pilot_5k_3gpu_03760,PARC-release-full,Sm3 Al2 Cr2 O11,18,Al|Cr|O|Sm,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0049/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0049,5 4 3,60,480,Al.pbe-n-kjpaw_psl.1.0.0.UPF|cr_pbe_v1.5.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Sm.GGA-PBE-paw-v1.0.UPF,fd7b78921e6d0939095b681c328732668eaefd1dee6882fdbc03be463550cc97|c7449bbfea358d76832cf2f7b43dc89101ead6891806773121bfaa93a140f6de|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|546386422d6cd3d5eea8e28282cd08901f34da134914fbe32115451ef94bc075,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0050,mattergen_pilot_5k_3gpu_02157,PARC-release-full,Ho8 Ir1 Rh2,11,Ho|Ir|Rh,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0050/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0050,5 4 3,60,480,Ho.GGA-PBE-paw-v1.0.UPF|Ir_pbe_v1.2.uspp.F.UPF|Rh_ONCV_PBE-1.0.oncvpsp.upf,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|7fb680571391e90cc59b343841d65f69fbf47382191c6fc511717f0e0b689e03|e9b88f5513e25cd2833cd4587d2d34b46dd0be86aaa0e7b00404147510a87504,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0051,mattergen_pilot_5k_3gpu_03985,PARC-release-full,Ta2 Fe1 Te4,7,Fe|Ta|Te,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0051/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0051,6 4 3,60,480,Fe.pbe-spn-kjpaw_psl.0.2.1.UPF|Ta_pbe_v1.uspp.F.UPF|Te_pbe_v1.uspp.F.UPF,2317a0d3b136c09b6263e1ba328b505fb1ebf33bb4b28dc3df9e39af3184ef19|e0850b94d7007d47691d131db1fa5ffdaaa6f6a573c1ebf1fb425e46ed891ee1|5f18f14282ab78c660a46a08ed8787a1247036c7509b7c0436d8441faf497e36,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0052,mattergen_pilot_5k_3gpu_04451,PARC-release-full,Cr3 P2 Pd3,8,Cr|P|Pd,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0052/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0052,6 4 5,60,480,cr_pbe_v1.5.uspp.F.UPF|P.pbe-n-rrkjus_psl.1.0.0.UPF|Pd_ONCV_PBE-1.0.oncvpsp.upf,c7449bbfea358d76832cf2f7b43dc89101ead6891806773121bfaa93a140f6de|2d112dfec2e2d9b75a971574d9116aa92249988177791659bbcd2ba15f23c20c|ef259baba5cf16c89389729e960cfb851e4cba656aef62fd8bf1a93de2124020,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0053,mattergen_pilot_5k_3gpu_03458,PARC-release-full,Pr1 Ho7 P4 Se4,16,Ho|P|Pr|Se,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0053/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0053,3 3 3,60,480,Ho.GGA-PBE-paw-v1.0.UPF|P.pbe-n-rrkjus_psl.1.0.0.UPF|Pr.GGA-PBE-paw-v1.0.UPF|Se_pbe_v1.uspp.F.UPF,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|2d112dfec2e2d9b75a971574d9116aa92249988177791659bbcd2ba15f23c20c|413f709cc7a2b58c104b7b62b3d7fc204a20f186457c95a34c698690f1056a46|fcb1fe6e9c54d43fd3537f1103b9003ba92975e80c0a0214b21d1bf4abb494c8,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0054,mattergen_pilot_5k_3gpu_00994,PARC-release-full,Pr1 Y1 Ho2,4,Ho|Pr|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0054/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0054,6 6 2,60,480,Ho.GGA-PBE-paw-v1.0.UPF|Pr.GGA-PBE-paw-v1.0.UPF|Y_pbe_v1.uspp.F.UPF,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|413f709cc7a2b58c104b7b62b3d7fc204a20f186457c95a34c698690f1056a46|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0055,mattergen_pilot_5k_3gpu_03669,PARC-release-full,La3 Sc4 Ti1 O12,20,La|O|Sc|Ti,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0055/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0055,6 3 3,60,480,La.GGA-PBE-paw-v1.0.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Sc_ONCV_PBE-1.0.oncvpsp.upf|ti_pbe_v1.4.uspp.F.UPF,9835d28fe2426d776537e131054c70beab37acd4df609ad2df4229e8ee82a12c|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|60775605c9d2ea22ab38f061d8ef6421bb0e8ec71f0de4d7ea24a1e0936b702b|747afa52fa17dc061e9eff72bcea534e81ffa5a4a5d33af3eb8fc9f1b3aee580,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0056,mattergen_pilot_5k_3gpu_00733,PARC-release-full,Li1 Tb3 Y4 S8,16,Li|S|Tb|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0056/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0056,3 3 3,60,480,li_pbe_v1.4.uspp.F.UPF|s_pbe_v1.4.uspp.F.UPF|Tb.GGA-PBE-paw-v1.0.UPF|Y_pbe_v1.uspp.F.UPF,02cc4b3810e28a43b570277840d9631ca24f634d922928200c047b72c0a86bf5|84ad731864187f416f714e961c3ad2f04dcbf811618e724d277885c18cb470df|cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0057,mattergen_pilot_5k_3gpu_03010,PARC-release-full,Ca2 Y3 Bi3 O12,20,Bi|Ca|O|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0057/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0057,4 3 4,60,480,Bi_pbe_v1.uspp.F.UPF|Ca_pbe_v1.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Y_pbe_v1.uspp.F.UPF,56e4e097a6b5a74149ba3b3bb75c03f2b022b509f53767143653dcd7b079e97d|5887acb75823f7f92df1b3117fece4e43498cafccaaaf9cfa653615af1a20d6e|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0058,mattergen_pilot_5k_3gpu_04230,PARC-release-full,Rb1 Ho1 Cr1 Cl6,9,Cl|Cr|Ho|Rb,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0058/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0058,4 4 3,60,480,cl_pbe_v1.4.uspp.F.UPF|cr_pbe_v1.5.uspp.F.UPF|Ho.GGA-PBE-paw-v1.0.UPF|Rb_ONCV_PBE-1.0.oncvpsp.upf,5b1ebdea1e5ba743fba0100806206287e1f7f00460c7e6f19791446beaee0655|c7449bbfea358d76832cf2f7b43dc89101ead6891806773121bfaa93a140f6de|f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|b5f77d0adb6f4ae9fbae600bd3a16681e6fc46c301f5502e94f741491e065d90,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0059,mattergen_pilot_5k_3gpu_01857,PARC-release-full,Ba1 Na2 Hf1 F8,12,Ba|F|Hf|Na,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0059/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0059,4 4 4,60,480,Ba.pbe-spn-kjpaw_psl.1.0.0.UPF|f_pbe_v1.4.uspp.F.UPF|Hf-sp.oncvpsp.upf|na_pbe_v1.5.uspp.F.UPF,315a2af416c5906cdff071f5f8e59cfdff912f3c488be1be2cb2f1a044ec7c64|9802dd8e5c30fe92ff0a8dc0865f4fb9023d6a3a42caccdd33c0de6de83d0883|f019947b40f1831f9bd44a630e9445a07c1e864ce81f0ac6286035a1e0c2080b|f84820c4280d21603bd50ae76a08e15c26864391ea055cf50affc4aedefc8f87,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0060,mattergen_pilot_5k_3gpu_00091,PARC-release-full,Y1 Tm3 I2 O4,10,I|O|Tm|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0060/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0060,4 4 4,60,480,I.pbe-n-kjpaw_psl.0.2.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Tm.GGA-PBE-paw-v1.0.UPF|Y_pbe_v1.uspp.F.UPF,24cb9b3d87f9cd94b025b333aef9360b1e1a721e82ca0efacc5cc33f8370ae8f|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|219d7ba1e216b5f8101468aad272e3db75eb813efc546acbe8844147c22498ee|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0061,mattergen_pilot_5k_3gpu_00717,PARC-release-full,Y7 Si4 C3,14,C|Si|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0061/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0061,6 3 2,60,480,C.pbe-n-kjpaw_psl.1.0.0.UPF|Si.pbe-n-rrkjus_psl.1.0.0.UPF|Y_pbe_v1.uspp.F.UPF,9900d1efd50b9848e31849f39094b33348486b400ee51e0f3922f716137cf3d7|ae3aefd0811f9499dbc4a72f1f9ae02ef4fc7f3568bf6f559b68668719c69e2b|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0062,mattergen_pilot_5k_3gpu_04388,PARC-release-full,Sm5 Y8 Te3,16,Sm|Te|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0062/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0062,4 4 3,60,480,Sm.GGA-PBE-paw-v1.0.UPF|Te_pbe_v1.uspp.F.UPF|Y_pbe_v1.uspp.F.UPF,546386422d6cd3d5eea8e28282cd08901f34da134914fbe32115451ef94bc075|5f18f14282ab78c660a46a08ed8787a1247036c7509b7c0436d8441faf497e36|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0063,mattergen_pilot_5k_3gpu_04839,PARC-release-full,Tb2 Y4 Tm1,7,Tb|Tm|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0063/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0063,5 4 3,60,480,Tb.GGA-PBE-paw-v1.0.UPF|Tm.GGA-PBE-paw-v1.0.UPF|Y_pbe_v1.uspp.F.UPF,cde673681d993b83b0a65e3945537e1c4ec61bbfee3c4b0a432f2fb38bbeb478|219d7ba1e216b5f8101468aad272e3db75eb813efc546acbe8844147c22498ee|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0064,mattergen_pilot_5k_3gpu_04254,PARC-release-full,La2 Pr1 O4 F1,8,F|La|O|Pr,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0064/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0064,6 6 3,60,480,f_pbe_v1.4.uspp.F.UPF|La.GGA-PBE-paw-v1.0.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Pr.GGA-PBE-paw-v1.0.UPF,9802dd8e5c30fe92ff0a8dc0865f4fb9023d6a3a42caccdd33c0de6de83d0883|9835d28fe2426d776537e131054c70beab37acd4df609ad2df4229e8ee82a12c|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|413f709cc7a2b58c104b7b62b3d7fc204a20f186457c95a34c698690f1056a46,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0065,mattergen_pilot_5k_3gpu_01119,PARC-release-full,Rb3 Cr4 S8,15,Cr|Rb|S,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0065/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0065,4 3 3,60,480,cr_pbe_v1.5.uspp.F.UPF|Rb_ONCV_PBE-1.0.oncvpsp.upf|s_pbe_v1.4.uspp.F.UPF,c7449bbfea358d76832cf2f7b43dc89101ead6891806773121bfaa93a140f6de|b5f77d0adb6f4ae9fbae600bd3a16681e6fc46c301f5502e94f741491e065d90|84ad731864187f416f714e961c3ad2f04dcbf811618e724d277885c18cb470df,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0066,mattergen_pilot_5k_3gpu_02468,PARC-release-full,Na2 Ce1 Ho1 O4,8,Ce|Ho|Na|O,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0066/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0066,5 5 4,60,480,Ce.GGA-PBE-paw-v1.0.UPF|Ho.GGA-PBE-paw-v1.0.UPF|na_pbe_v1.5.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF,2682b4bd433cbd14b97dd0e7f803271508ae07d9b1d256c8d759bdd7c3280ca0|f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|f84820c4280d21603bd50ae76a08e15c26864391ea055cf50affc4aedefc8f87|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0067,mattergen_pilot_5k_3gpu_03553,PARC-release-full,Ho4 V2 Rh2 O12,20,Ho|O|Rh|V,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0067/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0067,5 4 3,60,480,Ho.GGA-PBE-paw-v1.0.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Rh_ONCV_PBE-1.0.oncvpsp.upf|v_pbe_v1.4.uspp.F.UPF,f7c5151fcd9f62b8dfdb20d9b685f373cafe5ac0163636bf53e8df31935a919b|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|e9b88f5513e25cd2833cd4587d2d34b46dd0be86aaa0e7b00404147510a87504|4fc8afef98a911c82908fb9142edf71b2f598dd98762b355a6d291d834fb6d0c,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0068,mattergen_pilot_5k_3gpu_01819,PARC-release-full,Rb3 Cr3 O8,14,Cr|O|Rb,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0068/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0068,4 4 3,60,480,cr_pbe_v1.5.uspp.F.UPF|O.pbe-n-kjpaw_psl.0.1.UPF|Rb_ONCV_PBE-1.0.oncvpsp.upf,c7449bbfea358d76832cf2f7b43dc89101ead6891806773121bfaa93a140f6de|7c4b6ed541f83d0afdf5c1d3a8c611340f073f3e2b11e95b7963bb2ee26929aa|b5f77d0adb6f4ae9fbae600bd3a16681e6fc46c301f5502e94f741491e065d90,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0069,mattergen_pilot_5k_3gpu_04753,PARC-release-full,Y3 Tl2 Hg1,6,Hg|Tl|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0069/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0069,6 5 3,60,480,Hg_ONCV_PBE-1.0.oncvpsp.upf|Tl_pbe_v1.2.uspp.F.UPF|Y_pbe_v1.uspp.F.UPF,d9739c3b83e714fdbc820832d91c04a1bf0768e71e51f99fa72ab2c36b0a3f87|018619075345aa953f960db6fbb6d7bba035adf76a8b210d57179489d14b1be2|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0070,mattergen_pilot_5k_3gpu_01941,PARC-release-full,Y2 Zn1 Cd1,4,Cd|Y|Zn,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0070/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0070,6 5 4,60,480,Cd.pbe-dn-rrkjus_psl.0.3.1.UPF|Y_pbe_v1.uspp.F.UPF|Zn_pbe_v1.uspp.F.UPF,eb5553c18543c409454926825f7653c985cd40a24993a26d37a913d6f4d40b8c|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc|7710c776159022cdfa14188f04942712811d9a24ad0e74db5ce7c3bdfb95dbbf,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0071,mattergen_pilot_5k_3gpu_02454,PARC-release-full,Ta1 Ga1 Pt1 Rh1,4,Ga|Pt|Rh|Ta,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0071/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0071,6 6 5,60,480,Ga.pbe-dn-kjpaw_psl.1.0.0.UPF|pt_pbe_v1.4.uspp.F.UPF|Rh_ONCV_PBE-1.0.oncvpsp.upf|Ta_pbe_v1.uspp.F.UPF,cf8a2be9b30552dd9bb12304d2aa96978e5d10636ca562b42d5a37dc385acd15|69f60fd2451b1845888681f987a801a2c45a8df104d0fe0b43ad4cd1c6e3ad81|e9b88f5513e25cd2833cd4587d2d34b46dd0be86aaa0e7b00404147510a87504|e0850b94d7007d47691d131db1fa5ffdaaa6f6a573c1ebf1fb425e46ed891ee1,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0072,mattergen_pilot_5k_3gpu_02304,PARC-release-full,Sr2 Y3 Er2 S8,15,Er|S|Sr|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0072/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0072,3 3 3,60,480,Er.GGA-PBE-paw-v1.0.UPF|s_pbe_v1.4.uspp.F.UPF|Sr_pbe_v1.uspp.F.UPF|Y_pbe_v1.uspp.F.UPF,da574f4bdcf21b3eaaea796a61ec2d15800de1244b2e05f58070c538d5a5bc1d|84ad731864187f416f714e961c3ad2f04dcbf811618e724d277885c18cb470df|292f7f1da5cae4b18da817ab2e82943ad90e74f267a06a6172db8dbcb6edf0ce|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0073,mattergen_pilot_5k_3gpu_00136,PARC-release-full,Ca2 Y4 Pt4,10,Ca|Pt|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0073/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0073,5 4 3,60,480,Ca_pbe_v1.uspp.F.UPF|pt_pbe_v1.4.uspp.F.UPF|Y_pbe_v1.uspp.F.UPF,5887acb75823f7f92df1b3117fece4e43498cafccaaaf9cfa653615af1a20d6e|69f60fd2451b1845888681f987a801a2c45a8df104d0fe0b43ad4cd1c6e3ad81|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
a3v4-phase29b-parc-release-full-0074,mattergen_pilot_5k_3gpu_02379,PARC-release-full,Li2 Y3 As2,7,As|Li|Y,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_inputs/a3v4-phase29b-parc-release-full-0074/pw.vc-relax.in,outputs/milestones/mattergen_parc_prospective_dft_followup/A3_QE_LOCAL_RUN/qe_outputs/a3v4-phase29b-parc-release-full-0074,6 4 3,60,480,As.pbe-n-rrkjus_psl.0.2.UPF|li_pbe_v1.4.uspp.F.UPF|Y_pbe_v1.uspp.F.UPF,5b31b3d612abd028d3a9ab896bf6de95d455080ad415d21f1011e130342b4434|02cc4b3810e28a43b570277840d9631ca24f634d922928200c047b72c0a86bf5|5be8c6f04a4624425acd919bf34103b4498606638e23b0adb6386ce4f6fc86fc,pw.x,mpirun.openmpi,True,False,False,local_QE_input_deck_only_no_DFT_outcome
