method,alpha1,seed,candidate_budget_M,released,n_cal_total,n_covered,n_excluded_empty,p_min_effective,emax_effective,required_emax,release_feasible,max_observed_e,best_margin_k,best_margin_tau,best_margin,empty_reason,empty_diagnostic
parc_track_gamma_tuned_uniform_scs,0.2,1,100,100,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,5.0,True,34.068163221773965,34.0,14.705882352941176,19.36228086883279,,
parc_track_gamma_tuned_uniform_scs,0.2,1,125,125,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,5.0,True,34.068163221773965,34.0,18.382352941176467,15.685810280597495,,
parc_track_gamma_tuned_uniform_scs,0.2,1,150,150,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,5.0,True,34.068163221773965,34.0,22.05882352941176,12.009339692362204,,
parc_track_gamma_tuned_uniform_scs,0.2,1,175,167,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,5.0,True,34.068163221773965,34.0,25.73529411764705,8.33286910412691,,
parc_track_gamma_tuned_uniform_scs,0.2,1,200,106,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,5.0,True,34.068163221773965,34.0,29.41176470588235,4.656398515891613,,
parc_track_gamma_tuned_uniform_scs,0.2,1,250,0,708.0,590.0,118.0,0.0016920473773265,34.068163221773965,5.0,True,34.068163221773965,90.0,13.88888888888889,-0.3995681938904312,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
confidence_threshold,0.2,1,75,75,,,,,,,,,,,,,
tracklet_p_bh,0.2,1,75,75,,,,,,,,,,,,,
tracklet_e_bh,0.2,1,75,75,,,,,,,,,,,,,
post_filter_e_bh,0.2,1,75,75,,,,,,,,,,,,,
greedy_score_no_risk,0.2,1,75,75,,,,,,,,,,,,,
confidence_threshold,0.2,1,100,100,,,,,,,,,,,,,
tracklet_p_bh,0.2,1,100,100,,,,,,,,,,,,,
tracklet_e_bh,0.2,1,100,100,,,,,,,,,,,,,
post_filter_e_bh,0.2,1,100,100,,,,,,,,,,,,,
greedy_score_no_risk,0.2,1,100,100,,,,,,,,,,,,,
confidence_threshold,0.2,1,125,125,,,,,,,,,,,,,
tracklet_p_bh,0.2,1,125,125,,,,,,,,,,,,,
tracklet_e_bh,0.2,1,125,125,,,,,,,,,,,,,
post_filter_e_bh,0.2,1,125,125,,,,,,,,,,,,,
greedy_score_no_risk,0.2,1,125,125,,,,,,,,,,,,,
confidence_threshold,0.2,1,150,150,,,,,,,,,,,,,
tracklet_p_bh,0.2,1,150,150,,,,,,,,,,,,,
tracklet_e_bh,0.2,1,150,150,,,,,,,,,,,,,
post_filter_e_bh,0.2,1,150,150,,,,,,,,,,,,,
greedy_score_no_risk,0.2,1,150,150,,,,,,,,,,,,,
confidence_threshold,0.2,1,175,175,,,,,,,,,,,,,
tracklet_p_bh,0.2,1,175,175,,,,,,,,,,,,,
tracklet_e_bh,0.2,1,175,175,,,,,,,,,,,,,
post_filter_e_bh,0.2,1,175,167,,,,,,,,,,,,,
greedy_score_no_risk,0.2,1,175,175,,,,,,,,,,,,,
confidence_threshold,0.2,1,200,200,,,,,,,,,,,,,
tracklet_p_bh,0.2,1,200,200,,,,,,,,,,,,,
tracklet_e_bh,0.2,1,200,200,,,,,,,,,,,,,
post_filter_e_bh,0.2,1,200,106,,,,,,,,,,,,,
greedy_score_no_risk,0.2,1,200,200,,,,,,,,,,,,,
confidence_threshold,0.2,1,250,250,,,,,,,,,,,,,
tracklet_p_bh,0.2,1,250,250,,,,,,,,,,,,,
tracklet_e_bh,0.2,1,250,250,,,,,,,,,,,,,
post_filter_e_bh,0.2,1,250,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.2,1,250,250,,,,,,,,,,,,,
unmatched_as_false_block,0.2,2,75,75,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,5.0,True,12.114041439585716,75.0,5.0,1.0570207197928587,,
unmatched_as_false_block,0.2,2,100,100,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,5.0,True,12.114041439585716,100.0,5.0,0.4175640282326149,,
unmatched_as_false_block,0.2,2,125,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,5.0,True,12.114041439585716,124.0,5.040322580645161,-0.4616452919202052,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,2,150,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,5.0,True,12.114041439585716,150.0,5.0,-1.3474790772797631,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,2,175,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,5.0,True,12.114041439585716,175.0,5.0,-1.6401694181906228,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,2,200,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,5.0,True,12.114041439585716,200.0,5.0,-1.7623862402777477,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,0.2,2,250,0,708.0,586.0,122.0,0.0017035775127768,12.114041439585716,5.0,True,12.114041439585716,250.0,5.0,-2.061913387734039,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.2,2,75,75,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,5.0,True,33.873629996856955,26.0,14.423076923076923,19.450553073780032,,
null_superset_no_audit,0.2,2,100,100,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,5.0,True,33.873629996856955,26.0,19.23076923076923,14.642860766087724,,
null_superset_no_audit,0.2,2,125,125,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,5.0,True,33.873629996856955,26.0,24.038461538461537,9.83516845839542,,
null_superset_no_audit,0.2,2,150,124,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,5.0,True,33.873629996856955,26.0,28.846153846153847,5.027476150703109,,
null_superset_no_audit,0.2,2,175,84,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,5.0,True,33.873629996856955,26.0,33.65384615384615,0.2197838430108021,,
null_superset_no_audit,0.2,2,200,0,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,5.0,True,33.873629996856955,100.0,10.0,-1.2796551064060449,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,0.2,2,250,0,708.0,586.0,122.0,0.0017035775127768,33.873629996856955,5.0,True,33.873629996856955,250.0,5.0,-1.892410380444516,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
parc_track_gamma_tuned_uniform_scs,0.2,2,75,75,708.0,584.0,124.0,0.0017094017094017,33.776299976401,5.0,True,33.776299976401,36.0,10.416666666666666,23.35963330973433,,
parc_track_gamma_tuned_uniform_scs,0.2,2,100,100,708.0,584.0,124.0,0.0017094017094017,33.776299976401,5.0,True,33.776299976401,36.0,13.88888888888889,19.88741108751211,,
parc_track_gamma_tuned_uniform_scs,0.2,2,125,125,708.0,584.0,124.0,0.0017094017094017,33.776299976401,5.0,True,33.776299976401,36.0,17.36111111111111,16.41518886528989,,
parc_track_gamma_tuned_uniform_scs,0.2,2,150,142,708.0,584.0,124.0,0.0017094017094017,33.776299976401,5.0,True,33.776299976401,36.0,20.83333333333333,12.942966643067669,,
parc_track_gamma_tuned_uniform_scs,0.2,2,175,124,708.0,584.0,124.0,0.0017094017094017,33.776299976401,5.0,True,33.776299976401,36.0,24.30555555555556,9.470744420845444,,
parc_track_gamma_tuned_uniform_scs,0.2,2,200,100,708.0,584.0,124.0,0.0017094017094017,33.776299976401,5.0,True,33.776299976401,36.0,27.77777777777778,5.9985221986232204,,
parc_track_gamma_tuned_uniform_scs,0.2,2,250,0,708.0,584.0,124.0,0.0017094017094017,33.776299976401,5.0,True,33.776299976401,36.0,34.72222222222222,-0.9459222458212224,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
confidence_threshold,0.2,2,75,75,,,,,,,,,,,,,
tracklet_p_bh,0.2,2,75,75,,,,,,,,,,,,,
tracklet_e_bh,0.2,2,75,75,,,,,,,,,,,,,
post_filter_e_bh,0.2,2,75,75,,,,,,,,,,,,,
greedy_score_no_risk,0.2,2,75,75,,,,,,,,,,,,,
confidence_threshold,0.2,2,100,100,,,,,,,,,,,,,
tracklet_p_bh,0.2,2,100,100,,,,,,,,,,,,,
tracklet_e_bh,0.2,2,100,100,,,,,,,,,,,,,
post_filter_e_bh,0.2,2,100,100,,,,,,,,,,,,,
greedy_score_no_risk,0.2,2,100,100,,,,,,,,,,,,,
confidence_threshold,0.2,2,125,125,,,,,,,,,,,,,
tracklet_p_bh,0.2,2,125,125,,,,,,,,,,,,,
tracklet_e_bh,0.2,2,125,125,,,,,,,,,,,,,
post_filter_e_bh,0.2,2,125,125,,,,,,,,,,,,,
greedy_score_no_risk,0.2,2,125,125,,,,,,,,,,,,,
confidence_threshold,0.2,2,150,150,,,,,,,,,,,,,
tracklet_p_bh,0.2,2,150,150,,,,,,,,,,,,,
tracklet_e_bh,0.2,2,150,150,,,,,,,,,,,,,
post_filter_e_bh,0.2,2,150,142,,,,,,,,,,,,,
greedy_score_no_risk,0.2,2,150,150,,,,,,,,,,,,,
confidence_threshold,0.2,2,175,175,,,,,,,,,,,,,
tracklet_p_bh,0.2,2,175,175,,,,,,,,,,,,,
tracklet_e_bh,0.2,2,175,175,,,,,,,,,,,,,
post_filter_e_bh,0.2,2,175,124,,,,,,,,,,,,,
greedy_score_no_risk,0.2,2,175,175,,,,,,,,,,,,,
confidence_threshold,0.2,2,200,200,,,,,,,,,,,,,
tracklet_p_bh,0.2,2,200,200,,,,,,,,,,,,,
tracklet_e_bh,0.2,2,200,200,,,,,,,,,,,,,
post_filter_e_bh,0.2,2,200,100,,,,,,,,,,,,,
greedy_score_no_risk,0.2,2,200,200,,,,,,,,,,,,,
confidence_threshold,0.2,2,250,250,,,,,,,,,,,,,
tracklet_p_bh,0.2,2,250,250,,,,,,,,,,,,,
tracklet_e_bh,0.2,2,250,250,,,,,,,,,,,,,
post_filter_e_bh,0.2,2,250,0,,,,,,,,,,,,,baseline_selected_empty
greedy_score_no_risk,0.2,2,250,250,,,,,,,,,,,,,
